"shape","magnitude","amplitude","id"
0.00647734198424144,0.242284759005969,0.00690704537425535,1
0.0075999414748229,0.373066138580242,0.00866287685456901,2
0.00837288497499178,0.497221028941283,0.00825132120401084,3
0.00752103999282228,0.428786676080932,0.00926470516330802,4
0.00618765646979325,0.364603206743396,0.00799903516717637,5
0.00670576494883179,0.334354334860507,0.00416433366790936,6
0.00681326296021834,0.690096232444205,0.00517552199146043,7
0.00676398497417707,0.662896323966891,0.00503248607720175,8
0.00644912938601172,0.659375876462519,0.00370999775242564,9
0.00610990290252733,0.591324715714222,0.003895760849427,10
0.00703574735897128,0.462287952737796,0.00580376621783574,11
0.00686977129203015,0.602309883716117,0.00448125271102962,12
0.00686977129203015,0.602309883716117,0.00448125271102962,13
0.0058913343760314,0.651895506654569,0.00466887597067711,14
0.00695762034882197,0.107575728098539,0.00595220918841577,15
0.0064153847132542,0.253780727302797,0.00704522092418658,16
0.00741828041708892,0.393084341247317,0.00818603196989276,17
0.00764280579257248,0.456380337811055,0.00953644990433855,18
0.00697050051876535,0.475757030073282,0.00727452836044717,19
0.00602585865425576,0.786094277015223,0.00258158723926571,20
0.00569185693308061,0.446661808399085,0.00647603778463024,21
0.00690040923333135,0.312808734485259,0.00621409036014353,22
0.00725184182595862,0.73420535516118,0.00633335792469147,23
0.00597597392859806,0.461645678647074,0.00604646812447796,24
0.00767165302114525,0.143031167228543,0.00740035397330352,25
0.0067418486851919,0.27441589966034,0.00727531472325327,26
0.00856916333286972,0.71336116391663,0.00956015038587243,27
0.00882024211995047,1.15139244394231,0.00732630835716797,28
0.00766173063924058,0.914258804805343,0.0077747682778474,29
0.00724732766693403,0.716594994286197,0.00522037909490991,30
0.00669791018544919,0.6131816742745,0.00574637587871674,31
0.00782357593417193,0.362501493589861,0.00783687704877556,32
0.00760729705255458,0.640208300729057,0.00855196529752267,33
0.00648863294596658,0.677328372073418,0.0078707060407367,34
0.0073947274559637,0.605474690674413,0.00526408138956524,35
0.00719428306663361,0.784891218291222,0.00474891265797062,36
0.00685368778996154,0.88434560167866,0.00594318507773461,37
0.00685368778996154,0.88434560167866,0.00594318507773461,38
0.00737132830287557,0.278898374520509,0.00605466584266523,39
0.00708419598101417,0.695182313099934,0.00640698909315485,40
0.00749301508739664,0.890002644058114,0.00549789942257961,41
0.00777092162461268,0.864639715715356,0.00575008737661276,42
0.00777092162461268,0.864639715715356,0.00575008737661276,43
0.00776890727281865,0.510032922738702,0.00646400283490556,44
0.00654013700107781,0.349160623965759,0.00576557082586271,45
0.0070105976173257,0.169485069813817,0.0077056919454328,46
0.00702131182268062,0.260575285273262,0.00924094818014254,47
0.00702131182268062,0.260575285273262,0.00924094818014254,48
0.00710279076130205,0.073054337454181,0.00624413782394329,49
0.00750313858642082,0.26601298621307,0.00818749047359002,50
0.00679043338692764,0.313107938428544,0.00828419045899897,51
0.00888070350264547,0.495862470173421,0.0101309707656605,52
0.00888070350264547,0.495862470173421,0.0101309707656605,53
0.00816163177959317,0.564230320792092,0.0111889802919412,54
0.00769475374280171,0.483539762470969,0.00816509654829445,55
0.00713183156716446,0.321315323687855,0.0071133750359037,56
0.00775105139325205,0.475117183805963,0.00782310344990467,57
0.00775105139325205,0.475117183805963,0.00782310344990467,58
0.0074756245334886,0.418789376168746,0.00657832839793937,59
0.00744379893582614,0.446559373326153,0.00644813389670718,60
0.00824467932030126,0.424753454263026,0.00861207794157837,61
0.00740951477571405,0.235055812243047,0.00753914481596252,62
0.00740951477571405,0.235055812243047,0.00753914481596252,63
0.00745127350903962,0.270605977360162,0.00574002378933103,64
0.00791820344190253,0.457769645645214,0.00823487090499742,65
0.00745507600754824,0.348125327199767,0.00756330256508098,66
0.00857657053495531,0.397736156719475,0.00858350710757361,67
0.00857657053495531,0.397736156719475,0.00858350710757361,68
0.00755466331179,0.506955790990702,0.00867773215584322,69
0.00730402098328786,0.406650089485311,0.00614878632802363,70
0.00676908954624589,0.334716194606301,0.00610227293809373,71
0.00783748673728357,0.642352143045201,0.00966449292780569,72
0.00783748673728357,0.642352143045201,0.00966449292780569,73
0.00735639417557643,0.539428930872816,0.00694773546746641,74
0.00616129175680846,0.225650517887487,0.00563109874099632,75
0.00630832750154331,0.224121658263869,0.00389515300691901,76
0.00737085772938051,0.354682186299073,0.00593764119131879,77
0.00816626547138288,0.218071096514052,0.00700749797945999,78
0.00750741700080704,0.302331833688385,0.00696013956884256,79
0.00609239420748142,0.394604972145686,0.00623165604752007,80
0.00675434516795426,0.525981180034165,0.0072024831271974,81
0.00712168950046688,0.382622185380029,0.0070784574720304,82
0.00673610082023002,0.542773124380005,0.00579909727426264,83
0.00635145841076246,0.699176962109817,0.00338899565831274,84
0.00635779701655537,0.509489089485299,0.00248307527218261,85
0.00670033412830251,0.702107040091022,0.00441299775385473,86
0.00697265787493173,0.695990847614041,0.004797727407856,87
0.00666658479453131,0.795405142452466,0.00464719973011907,88
0.00678085360756708,0.375388504429765,0.00293262474831024,89
0.00686758634993867,0.568927131663742,0.00649866088263606,90
0.00625861564949437,0.45707413034134,0.00476334473766071,91
0.00769498116608291,0.502055360338517,0.00543907987228132,92
0.00790913766386303,0.717295587620953,0.00697329043793038,93
0.00663726923113406,0.59868195957597,0.00605846506248242,94
0.00630783422087589,0.632897513377031,0.00563223208411234,95
0.00631273652375897,0.457163472013235,0.00498840570374603,96
